id,raw_id,name,x,y,area
admin_area:347,347,定兴社区,13521727.557799386,3663616.7817802033,161390.0442906864
admin_area:348,348,顺天村社区,13521288.569001371,3662842.5334818168,107390.92029561072
admin_area:349,349,车墩镇,13501479.002277382,3631975.7711689663,69126618.63278693
admin_area:350,350,洞泾镇,13498101.624399928,3644046.348585064,34307378.5978553
admin_area:351,351,新桥镇,13505263.648890555,3642306.265938646,49174779.185785405
admin_area:352,352,中山街道,13499131.97006949,3637413.0085202646,54541812.50792062
admin_area:353,353,佘山镇,13488298.244659755,3645017.6788375657,90991160.81276482
admin_area:354,354,小昆山镇,13484407.97068859,3636527.828860533,65575566.66248113
admin_area:355,355,新浜镇,13476734.717351887,3624410.369552555,60581775.80339548
admin_area:356,356,四团镇,13550506.756739061,3623323.9413993694,99494584.85953212
admin_area:357,357,上海海港综合开发区,13550742.79627063,3619426.0371567416,18924502.01048
admin_area:358,358,海湾旅游区,13530612.901860168,3611009.8633816815,38876932.02595403
admin_area:359,359,奉城镇,13541540.332409153,3623203.3600793877,149823143.8962997
admin_area:360,360,青村镇,13530933.280048309,3621079.140580242,99608224.40523203
admin_area:361,361,金汇镇,13531364.079059817,3629522.898474835,97874165.46135442
admin_area:362,362,海湾镇,13538916.705209563,3613686.7726804693,147524925.28081623
admin_area:363,363,柘林镇,13520126.86566328,3612381.4028946715,129457208.30543357
admin_area:364,364,庄行镇,13512587.806434227,3623416.7813263456,95510419.6535099
admin_area:365,365,南桥镇,13520246.6589844,3621258.9456546223,67242065.94014856
admin_area:366,366,奉浦街道,13519353.658718891,3626008.6077762316,20597568.346838754
admin_area:367,367,金海街道,13523320.709651355,3626693.920376446,25802418.377487916
admin_area:368,368,西渡街道,13519749.084304737,3631361.5493357168,43127840.15172184
admin_area:369,369,泖港镇,13487827.765412716,3624750.95089119,78397083.30475682
admin_area:370,370,叶榭镇,13503090.786982175,3625060.51354471,99116109.52340655
admin_area:371,371,廊下镇,13489065.161896743,3606983.1688239584,63692782.3850835
admin_area:372,372,金山卫镇,13500431.343224099,3600495.6306560845,73664939.11641589
admin_area:373,373,朱泾镇,13488682.479116078,3618202.2933756886,103025753.52522695
admin_area:374,374,吕巷镇,13492419.343683252,3611777.4182814364,80888783.03466494
admin_area:375,375,漕泾镇,13513959.073687587,3606782.631671591,79979256.23396407
admin_area:376,376,张堰镇,13501170.545191884,3606536.640561905,47464891.977191
admin_area:377,377,石化街道,13504876.638312817,3595330.46546349,26612354.171032783
admin_area:378,378,枫泾镇,13474848.118381606,3617471.369475909,125864459.0273613
admin_area:379,379,向化镇,13551843.979607126,3704464.111684657,66573967.52945214
admin_area:380,380,中兴镇,13555650.450311426,3702631.283800237,63176757.34151461
admin_area:381,381,陈家镇,13565595.48887476,3699451.1167816883,284073378.5597645
admin_area:382,382,港沿镇,13545025.088332657,3709471.4842281067,101504809.07031111
admin_area:383,383,堡镇,13540958.695246018,3703495.2954346505,79205411.93184774
admin_area:384,384,新村乡,13505487.908681728,3742112.5124750216,53985377.42494305
admin_area:385,385,城桥镇,13516337.723827843,3714763.481063748,73000740.37134065
admin_area:386,386,新海镇,13505841.175004449,3736433.6857600687,153114281.47238117
admin_area:387,387,新仓镇,13491627.455221469,3598938.690253523,77656922.61468703
admin_area:388,388,娄塘镇,13491322.702376308,3688034.9974966687,89506905.81399521
