id,raw_id,name,lon,lat,x,y,adname
station:BV10039874,BV10039874,松江新城(地铁站),121.22632455962533,31.032417602613812,13494852.718839107,3636959.901686897,松江区
station:BV10032803,BV10032803,泗泾(地铁站),121.25582715303996,31.12034928703115,13498136.932514649,3648388.671658607,松江区
station:BV10027857,BV10027857,洞泾(地铁站),121.22605381314445,31.086583306368073,13494822.579478724,3643998.7457535034,松江区
station:BV10037928,BV10037928,醉白池(地铁站),121.22494801892624,31.003263711325207,13494699.483029451,3633173.0051752976,松江区
station:BV10028225,BV10028225,三林(地铁站),121.50741457135946,31.14532154672875,13526143.515808072,3651636.3278429494,浦东新区
station:BV10039963,BV10039963,三林东(地铁站),121.5186562817431,31.148587077092003,13527394.937283449,3652061.0751006855,浦东新区
station:BV11494196,BV11494196,三林南(地铁站),121.48238458764656,31.128071288693917,13523357.190766975,3649392.8309388105,浦东新区
station:BV10039828,BV10039828,上南路(地铁站),121.5020459484366,31.15089869006352,13525545.883438122,3652361.75524858,浦东新区
station:BV09237111,BV09237111,上海东站(地铁站),121.77982173558583,31.122175865137645,13556467.742613968,3648626.190175267,浦东新区
station:BV11494195,BV11494195,上海东站(地铁站),121.77849720850244,31.11338813906598,13556320.296933524,3647483.5228498783,浦东新区
station:BV10039832,BV10039832,上海儿童医学中心(地铁站),121.51913614328043,31.205377555102505,13527448.355225427,3659450.1496868813,浦东新区
station:BV09301413,BV09301413,上海国际旅游度假区(地铁站),121.67543107334467,31.158314228107272,13544847.02725133,3653326.3715223153,浦东新区
station:BV10031164,BV10031164,上海科技馆(地铁站),121.54015666375882,31.220966110924714,13529788.348860966,3661479.1703842934,浦东新区
station:BV10039788,BV10039788,下南路(地铁站),121.53589792974076,31.1814506857316,13529314.268758718,3656336.456859901,浦东新区
station:BV10718377,BV10718377,下沙(地铁站),121.58479742864498,31.056689696866115,13534757.736076023,3640113.5696566477,浦东新区
station:BV10029559,BV10029559,世博大道(地铁站),121.47982986251937,31.184784199274134,13523072.80006674,3656770.2122260835,浦东新区
station:BV10032793,BV10032793,世纪公园(地铁站),121.54664445156429,31.211585292357135,13530510.566095743,3660258.114372211,浦东新区
station:BV10039835,BV10039835,世纪大道(地铁站),121.52287744778282,31.230780725008,13527864.835337477,3662756.8211885276,浦东新区
station:BV10032522,BV10032522,东方体育中心(地铁站),121.47580957006534,31.155364767702004,13522625.263157977,3652942.6954459827,浦东新区
station:BV10039787,BV10039787,东明路(地铁站),121.50648078440193,31.174725486474657,13526039.567119462,3655461.4232717175,浦东新区
station:BV10039926,BV10039926,东陆路(地铁站),121.5749056579884,31.284705106248172,13533656.58920364,3669778.980554997,浦东新区
station:BV10039844,BV10039844,东靖路(地铁站),121.58452576574403,31.29285867371579,13534727.494700227,3670841.1065787547,浦东新区
station:BV10039917,BV10039917,中华艺术宫(地铁站),121.48917562199806,31.187263479497293,13524113.165252836,3657092.8250203407,浦东新区
